timeid,fig_dataset,fig_no,voyage_route,new_v_datetime,sog,bf
5128775,2,F03-1,6.0,2019-07-26 06:10:00,12.0,2.0
5128776,2,F03-1,6.0,2019-07-26 06:15:00,12.0,0.0
5128779,2,F03-1,6.0,2019-07-26 06:30:00,12.0,1.0
5128816,2,F03-1,6.0,2019-07-26 09:35:00,12.0,3.0
5128832,2,F03-1,6.0,2019-07-26 10:55:00,12.0,3.0
5128847,2,F03-1,6.0,2019-07-26 12:10:00,12.0,4.0
5128850,2,F03-1,6.0,2019-07-26 12:25:00,12.0,4.0
5128942,2,F03-1,6.0,2019-07-26 20:05:00,12.0,3.0
5128943,2,F03-1,6.0,2019-07-26 20:10:00,12.0,4.0
5128953,2,F03-1,6.0,2019-07-26 21:00:00,12.0,4.0
5128978,2,F03-1,6.0,2019-07-26 23:05:00,12.0,4.0
5128981,2,F03-1,6.0,2019-07-26 23:20:00,12.0,4.0
5128987,2,F03-1,6.0,2019-07-26 23:50:00,12.0,4.0
5128990,2,F03-1,6.0,2019-07-27 00:05:00,12.0,4.0
5129032,2,F03-1,6.0,2019-07-27 03:35:00,12.0,3.0
5129034,2,F03-1,6.0,2019-07-27 03:45:00,12.0,3.0
5129046,2,F03-1,6.0,2019-07-27 04:45:00,12.0,3.0
5129047,2,F03-1,6.0,2019-07-27 04:50:00,12.0,4.0
5129048,2,F03-1,6.0,2019-07-27 04:55:00,12.0,3.0
5129050,2,F03-1,6.0,2019-07-27 05:05:00,12.0,4.0
5129087,2,F03-1,6.0,2019-07-27 08:10:00,12.0,3.0
5129089,2,F03-1,6.0,2019-07-27 08:20:00,12.0,3.0
5129090,2,F03-1,6.0,2019-07-27 08:25:00,12.0,2.0
5129092,2,F03-1,6.0,2019-07-27 08:35:00,12.0,2.0
5129094,2,F03-1,6.0,2019-07-27 08:45:00,12.0,2.0
5129096,2,F03-1,6.0,2019-07-27 08:55:00,12.0,3.0
5129099,2,F03-1,6.0,2019-07-27 09:10:00,12.0,3.0
5129112,2,F03-1,6.0,2019-07-27 10:15:00,12.0,2.0
5129113,2,F03-1,6.0,2019-07-27 10:20:00,12.0,2.0
5129114,2,F03-1,6.0,2019-07-27 10:25:00,12.0,2.0
5129152,2,F03-1,6.0,2019-07-27 13:35:00,12.0,1.0
5129153,2,F03-1,6.0,2019-07-27 13:40:00,12.0,2.0
5129156,2,F03-1,6.0,2019-07-27 13:55:00,12.0,2.0
5129163,2,F03-1,6.0,2019-07-27 14:30:00,12.0,2.0
5129172,2,F03-1,6.0,2019-07-27 15:15:00,12.0,2.0
5129173,2,F03-1,6.0,2019-07-27 15:20:00,12.0,2.0
5129205,2,F03-1,6.0,2019-07-27 18:00:00,12.0,3.0
5129208,2,F03-1,6.0,2019-07-27 18:15:00,12.0,3.0
5129209,2,F03-1,6.0,2019-07-27 18:20:00,12.0,2.0
5129232,2,F03-1,6.0,2019-07-27 20:15:00,12.0,3.0
5129233,2,F03-1,6.0,2019-07-27 20:20:00,12.0,4.0
5129234,2,F03-1,6.0,2019-07-27 20:25:00,12.0,3.0
5129235,2,F03-1,6.0,2019-07-27 20:30:00,12.0,3.0
5129237,2,F03-1,6.0,2019-07-27 20:40:00,12.0,4.0
5129239,2,F03-1,6.0,2019-07-27 20:50:00,12.0,3.0
5129240,2,F03-1,6.0,2019-07-27 20:55:00,12.0,3.0
5129242,2,F03-1,6.0,2019-07-27 21:05:00,12.0,3.0
5129243,2,F03-1,6.0,2019-07-27 21:10:00,12.0,3.0
5129253,2,F03-1,6.0,2019-07-27 22:00:00,12.0,3.0
5129254,2,F03-1,6.0,2019-07-27 22:05:00,12.0,4.0
5129256,2,F03-1,6.0,2019-07-27 22:15:00,12.0,4.0
5129259,2,F03-1,6.0,2019-07-27 22:30:00,12.0,3.0
5129260,2,F03-1,6.0,2019-07-27 22:35:00,12.0,4.0
5129262,2,F03-1,6.0,2019-07-27 22:45:00,12.0,4.0
5129266,2,F03-1,6.0,2019-07-27 23:05:00,12.0,4.0
5129267,2,F03-1,6.0,2019-07-27 23:10:00,12.0,4.0
5129271,2,F03-1,6.0,2019-07-27 23:30:00,12.0,3.0
5129290,2,F03-1,6.0,2019-07-28 01:05:00,12.0,4.0
5129291,2,F03-1,6.0,2019-07-28 01:10:00,12.0,4.0
5129294,2,F03-1,6.0,2019-07-28 01:25:00,12.0,4.0
5129296,2,F03-1,6.0,2019-07-28 01:35:00,12.0,4.0
5129297,2,F03-1,6.0,2019-07-28 01:40:00,12.0,4.0
5129301,2,F03-1,6.0,2019-07-28 02:00:00,12.0,4.0
5129435,2,F03-1,6.0,2019-07-28 13:10:00,12.0,3.0
5129437,2,F03-1,6.0,2019-07-28 13:20:00,12.0,3.0
5129438,2,F03-1,6.0,2019-07-28 13:25:00,12.0,3.0
5129484,2,F03-1,6.0,2019-07-28 17:15:00,12.0,3.0
5129487,2,F03-1,6.0,2019-07-28 17:30:00,12.0,3.0
5129490,2,F03-1,6.0,2019-07-28 17:45:00,12.0,3.0
5129514,2,F03-1,6.0,2019-07-28 19:45:00,12.0,3.0
5129515,2,F03-1,6.0,2019-07-28 19:50:00,12.0,3.0
5129520,2,F03-1,6.0,2019-07-28 20:15:00,12.0,3.0
5129521,2,F03-1,6.0,2019-07-28 20:20:00,12.0,3.0
5129522,2,F03-1,6.0,2019-07-28 20:25:00,12.0,3.0
5129523,2,F03-1,6.0,2019-07-28 20:30:00,12.0,3.0
5129524,2,F03-1,6.0,2019-07-28 20:35:00,12.0,3.0
5129525,2,F03-1,6.0,2019-07-28 20:40:00,12.0,3.0
5129601,2,F03-1,6.0,2019-07-29 03:00:00,12.0,2.0
5129604,2,F03-1,6.0,2019-07-29 03:15:00,12.0,2.0
5129605,2,F03-1,6.0,2019-07-29 03:20:00,12.0,3.0
5129607,2,F03-1,6.0,2019-07-29 03:30:00,12.0,2.0
5129608,2,F03-1,6.0,2019-07-29 03:35:00,12.0,2.0
5129609,2,F03-1,6.0,2019-07-29 03:40:00,12.0,3.0
5129610,2,F03-1,6.0,2019-07-29 03:45:00,12.0,3.0
5129611,2,F03-1,6.0,2019-07-29 03:50:00,12.0,3.0
5129614,2,F03-1,6.0,2019-07-29 04:05:00,12.0,2.0
5129615,2,F03-1,6.0,2019-07-29 04:10:00,12.0,2.0
5129622,2,F03-1,6.0,2019-07-29 04:45:00,12.0,3.0
5129631,2,F03-1,6.0,2019-07-29 05:30:00,12.0,3.0
5129632,2,F03-1,6.0,2019-07-29 05:35:00,12.0,3.0
5129930,2,F03-1,6.0,2019-07-30 06:25:00,12.0,2.0
5129931,2,F03-1,6.0,2019-07-30 06:30:00,12.0,2.0
5129949,2,F03-1,6.0,2019-07-30 08:00:00,12.0,1.0
5130154,2,F03-1,6.0,2019-07-31 01:05:00,12.0,3.0
5130155,2,F03-1,6.0,2019-07-31 01:10:00,12.0,3.0
5130158,2,F03-1,6.0,2019-07-31 01:25:00,12.0,3.0
5130160,2,F03-1,6.0,2019-07-31 01:35:00,12.0,2.0
5130162,2,F03-1,6.0,2019-07-31 01:45:00,12.0,2.0
5130164,2,F03-1,6.0,2019-07-31 01:55:00,12.0,2.0
5130167,2,F03-1,6.0,2019-07-31 02:10:00,12.0,2.0
5130171,2,F03-1,6.0,2019-07-31 02:30:00,12.0,2.0
5130207,2,F03-1,6.0,2019-07-31 05:30:00,12.0,3.0
5130208,2,F03-1,6.0,2019-07-31 05:35:00,12.0,3.0
5130210,2,F03-1,6.0,2019-07-31 05:45:00,12.0,4.0
5130211,2,F03-1,6.0,2019-07-31 05:50:00,12.0,4.0
5130250,2,F03-1,6.0,2019-07-31 09:05:00,12.0,3.0
5130251,2,F03-1,6.0,2019-07-31 09:10:00,12.0,3.0
5130253,2,F03-1,6.0,2019-07-31 09:20:00,12.0,3.0
5130255,2,F03-1,6.0,2019-07-31 09:30:00,12.0,3.0
5130256,2,F03-1,6.0,2019-07-31 09:35:00,12.0,3.0
5130260,2,F03-1,6.0,2019-07-31 09:55:00,12.0,2.0
5130261,2,F03-1,6.0,2019-07-31 10:00:00,12.0,2.0
5130262,2,F03-1,6.0,2019-07-31 10:05:00,12.0,3.0
5130464,2,F03-1,6.0,2019-08-01 02:55:00,12.0,4.0
5130466,2,F03-1,6.0,2019-08-01 03:05:00,12.0,4.0
5130468,2,F03-1,6.0,2019-08-01 03:15:00,12.0,4.0
5130477,2,F03-1,6.0,2019-08-01 04:00:00,12.0,4.0
5130478,2,F03-1,6.0,2019-08-01 04:05:00,12.0,4.0
5130489,2,F03-1,6.0,2019-08-01 05:00:00,12.0,4.0
5130490,2,F03-1,6.0,2019-08-01 05:05:00,12.0,4.0
5130491,2,F03-1,6.0,2019-08-01 05:10:00,12.0,3.0
5130494,2,F03-1,6.0,2019-08-01 05:25:00,12.0,4.0
5130497,2,F03-1,6.0,2019-08-01 05:40:00,12.0,4.0
5130509,2,F03-1,6.0,2019-08-01 06:40:00,12.0,4.0
5130525,2,F03-1,6.0,2019-08-01 08:00:00,12.0,3.0
5130526,2,F03-1,6.0,2019-08-01 08:05:00,12.0,3.0
5130527,2,F03-1,6.0,2019-08-01 08:10:00,12.0,3.0
5130528,2,F03-1,6.0,2019-08-01 08:15:00,12.0,3.0
5130530,2,F03-1,6.0,2019-08-01 08:25:00,12.0,4.0
5130696,2,F03-1,6.0,2019-08-01 22:15:00,12.0,4.0
5130697,2,F03-1,6.0,2019-08-01 22:20:00,12.0,3.0
5130698,2,F03-1,6.0,2019-08-01 22:25:00,12.0,4.0
5130701,2,F03-1,6.0,2019-08-01 22:40:00,12.0,4.0
5130702,2,F03-1,6.0,2019-08-01 22:45:00,12.0,4.0
5130703,2,F03-1,6.0,2019-08-01 22:50:00,12.0,3.0
5130705,2,F03-1,6.0,2019-08-01 23:00:00,12.0,3.0
5130706,2,F03-1,6.0,2019-08-01 23:05:00,12.0,3.0
5130726,2,F03-1,6.0,2019-08-02 00:45:00,12.0,3.0
5130729,2,F03-1,6.0,2019-08-02 01:00:00,12.0,3.0
5130730,2,F03-1,6.0,2019-08-02 01:05:00,12.0,3.0
5131144,2,F03-1,6.0,2019-08-03 11:35:00,12.0,5.0
5131145,2,F03-1,6.0,2019-08-03 11:40:00,12.0,5.0
5131147,2,F03-1,6.0,2019-08-03 11:50:00,12.0,5.0
5131160,2,F03-1,6.0,2019-08-03 12:55:00,12.0,5.0
5131161,2,F03-1,6.0,2019-08-03 13:00:00,12.0,5.0
5131162,2,F03-1,6.0,2019-08-03 13:05:00,12.0,5.0
5131285,2,F03-1,6.0,2019-08-03 23:20:00,12.0,4.0
5131650,2,F03-1,6.0,2019-08-05 05:45:00,12.0,4.0
5131654,2,F03-1,6.0,2019-08-05 06:05:00,12.0,4.0
5131657,2,F03-1,6.0,2019-08-05 06:20:00,12.0,4.0
5131661,2,F03-1,6.0,2019-08-05 06:40:00,12.0,3.0
5131682,2,F03-1,6.0,2019-08-05 08:25:00,12.0,4.0
5131685,2,F03-1,6.0,2019-08-05 08:40:00,12.0,4.0
5131758,2,F03-1,6.0,2019-08-05 14:45:00,12.0,4.0
5131766,2,F03-1,6.0,2019-08-05 15:25:00,12.0,4.0
5131784,2,F03-1,6.0,2019-08-05 16:55:00,12.0,3.0
5131785,2,F03-1,6.0,2019-08-05 17:00:00,12.0,4.0
5131786,2,F03-1,6.0,2019-08-05 17:05:00,12.0,5.0
5131789,2,F03-1,6.0,2019-08-05 17:20:00,12.0,4.0
5131796,2,F03-1,6.0,2019-08-05 17:55:00,12.0,3.0
5131799,2,F03-1,6.0,2019-08-05 18:10:00,12.0,3.0
5131886,2,F03-1,6.0,2019-08-06 01:25:00,12.0,4.0
5131887,2,F03-1,6.0,2019-08-06 01:30:00,12.0,4.0
5131903,2,F03-1,6.0,2019-08-06 02:50:00,12.0,3.0
5140715,2,F03-1,8.0,2019-07-27 17:35:00,12.0,7.0
5140716,2,F03-1,8.0,2019-07-27 17:40:00,12.0,6.0
5140838,2,F03-1,8.0,2019-07-28 03:50:00,12.0,4.0
5140839,2,F03-1,8.0,2019-07-28 03:55:00,12.0,4.0
5140841,2,F03-1,8.0,2019-07-28 04:05:00,12.0,5.0
5140842,2,F03-1,8.0,2019-07-28 04:10:00,12.0,5.0
5140845,2,F03-1,8.0,2019-07-28 04:25:00,12.0,5.0
5140846,2,F03-1,8.0,2019-07-28 04:30:00,12.0,5.0
5140849,2,F03-1,8.0,2019-07-28 04:45:00,12.0,5.0
5140850,2,F03-1,8.0,2019-07-28 04:50:00,12.0,5.0
5140854,2,F03-1,8.0,2019-07-28 05:10:00,12.0,5.0
5141487,2,F03-1,8.0,2019-07-30 09:55:00,12.0,5.0
5141496,2,F03-1,8.0,2019-07-30 10:40:00,12.0,6.0
5141502,2,F03-1,8.0,2019-07-30 11:10:00,12.0,5.0
5141503,2,F03-1,8.0,2019-07-30 11:15:00,12.0,6.0
5141512,2,F03-1,8.0,2019-07-30 12:00:00,12.0,6.0
5141514,2,F03-1,8.0,2019-07-30 12:10:00,12.0,6.0
5141515,2,F03-1,8.0,2019-07-30 12:15:00,12.0,5.0
5141842,2,F03-1,8.0,2019-07-31 15:30:00,12.0,5.0
5141843,2,F03-1,8.0,2019-07-31 15:35:00,12.0,4.0
5141867,2,F03-1,8.0,2019-07-31 17:35:00,12.0,5.0
5098248,1,F03-2,0.0,2019-08-04 03:15:00,12.4,4.0
5098249,1,F03-2,0.0,2019-08-04 03:20:00,12.5,3.0
5098261,1,F03-2,0.0,2019-08-04 04:20:00,12.5,4.0
5098353,1,F03-2,0.0,2019-08-04 12:00:00,12.7,4.0
5098355,1,F03-2,0.0,2019-08-04 12:10:00,12.6,4.0
5105281,1,F03-2,2.0,2019-07-24 21:25:00,12.6,4.0
5105691,1,F03-2,2.0,2019-07-26 07:35:00,12.6,4.0
5105692,1,F03-2,2.0,2019-07-26 07:40:00,12.7,3.0
5105694,1,F03-2,2.0,2019-07-26 07:50:00,12.6,3.0
5105696,1,F03-2,2.0,2019-07-26 08:00:00,12.6,3.0
5105697,1,F03-2,2.0,2019-07-26 08:05:00,12.6,3.0
5105756,1,F03-2,2.0,2019-07-26 13:00:00,12.6,3.0
5105804,1,F03-2,2.0,2019-07-26 17:00:00,12.7,4.0
5106352,1,F03-2,2.0,2019-07-28 14:40:00,12.7,4.0
5106428,1,F03-2,2.0,2019-07-28 21:00:00,14.7,3.0
5106430,1,F03-2,2.0,2019-07-28 21:10:00,15.1,3.0
5106435,1,F03-2,2.0,2019-07-28 21:35:00,15.5,4.0
5106460,1,F03-2,2.0,2019-07-28 23:40:00,15.5,4.0
5106741,1,F03-2,2.0,2019-07-29 23:05:00,12.6,4.0
5106742,1,F03-2,2.0,2019-07-29 23:10:00,12.5,4.0
5106743,1,F03-2,2.0,2019-07-29 23:15:00,12.5,4.0
5106744,1,F03-2,2.0,2019-07-29 23:20:00,12.4,4.0
5108452,1,F03-2,2.0,2019-08-04 21:40:00,12.4,4.0
5108454,1,F03-2,2.0,2019-08-04 21:50:00,12.4,4.0
5108456,1,F03-2,2.0,2019-08-04 22:00:00,12.5,4.0
5108464,1,F03-2,2.0,2019-08-04 22:40:00,12.7,4.0
5108465,1,F03-2,2.0,2019-08-04 22:45:00,12.7,4.0
5108476,1,F03-2,2.0,2019-08-04 23:40:00,12.7,4.0
5108481,1,F03-2,2.0,2019-08-05 00:05:00,12.9,4.0
5108484,1,F03-2,2.0,2019-08-05 00:20:00,12.8,4.0
5128790,1,F03-2,6.0,2019-07-26 07:25:00,12.4,3.0
5128798,1,F03-2,6.0,2019-07-26 08:05:00,12.4,3.0
5128799,1,F03-2,6.0,2019-07-26 08:10:00,12.5,3.0
5128801,1,F03-2,6.0,2019-07-26 08:20:00,12.5,3.0
5128802,1,F03-2,6.0,2019-07-26 08:25:00,12.5,3.0
5128812,1,F03-2,6.0,2019-07-26 09:15:00,12.3,4.0
5128979,1,F03-2,6.0,2019-07-26 23:10:00,12.4,4.0
5129028,1,F03-2,6.0,2019-07-27 03:15:00,12.4,3.0
5129051,1,F03-2,6.0,2019-07-27 05:10:00,12.4,3.0
5129056,1,F03-2,6.0,2019-07-27 05:35:00,12.5,4.0
5129060,1,F03-2,6.0,2019-07-27 05:55:00,12.5,3.0
5129066,1,F03-2,6.0,2019-07-27 06:25:00,12.6,3.0
5129070,1,F03-2,6.0,2019-07-27 06:45:00,12.5,3.0
5129073,1,F03-2,6.0,2019-07-27 07:00:00,12.7,3.0
5129078,1,F03-2,6.0,2019-07-27 07:25:00,12.5,3.0
5129414,1,F03-2,6.0,2019-07-28 11:25:00,12.5,3.0
5129446,1,F03-2,6.0,2019-07-28 14:05:00,12.4,4.0
5129450,1,F03-2,6.0,2019-07-28 14:25:00,12.7,3.0
5129451,1,F03-2,6.0,2019-07-28 14:30:00,12.7,3.0
5129452,1,F03-2,6.0,2019-07-28 14:35:00,12.6,3.0
5129454,1,F03-2,6.0,2019-07-28 14:45:00,12.7,3.0
5129456,1,F03-2,6.0,2019-07-28 14:55:00,12.6,3.0
5129458,1,F03-2,6.0,2019-07-28 15:05:00,12.7,3.0
5129459,1,F03-2,6.0,2019-07-28 15:10:00,12.7,3.0
5129460,1,F03-2,6.0,2019-07-28 15:15:00,12.7,3.0
5129461,1,F03-2,6.0,2019-07-28 15:20:00,12.7,3.0
5129462,1,F03-2,6.0,2019-07-28 15:25:00,12.6,3.0
5129464,1,F03-2,6.0,2019-07-28 15:35:00,12.5,3.0
5129471,1,F03-2,6.0,2019-07-28 16:10:00,12.4,3.0
5129473,1,F03-2,6.0,2019-07-28 16:20:00,12.5,3.0
5129751,1,F03-2,6.0,2019-07-29 15:30:00,14.0,3.0
5130591,1,F03-2,6.0,2019-08-01 13:30:00,12.5,4.0
5131381,1,F03-2,6.0,2019-08-04 07:20:00,12.7,4.0
5131487,1,F03-2,6.0,2019-08-04 16:10:00,12.7,3.0
5131496,1,F03-2,6.0,2019-08-04 16:55:00,12.6,3.0
5131503,1,F03-2,6.0,2019-08-04 17:30:00,12.4,4.0
5131504,1,F03-2,6.0,2019-08-04 17:35:00,12.6,3.0
5131505,1,F03-2,6.0,2019-08-04 17:40:00,12.5,3.0
5131507,1,F03-2,6.0,2019-08-04 17:50:00,12.6,3.0
5131511,1,F03-2,6.0,2019-08-04 18:10:00,12.6,3.0
5131512,1,F03-2,6.0,2019-08-04 18:15:00,12.7,3.0
5131513,1,F03-2,6.0,2019-08-04 18:20:00,12.7,3.0
5131515,1,F03-2,6.0,2019-08-04 18:30:00,12.7,3.0
5131516,1,F03-2,6.0,2019-08-04 18:35:00,12.7,3.0
5131517,1,F03-2,6.0,2019-08-04 18:40:00,12.7,3.0
5131520,1,F03-2,6.0,2019-08-04 18:55:00,12.7,3.0
5131521,1,F03-2,6.0,2019-08-04 19:00:00,12.7,3.0
5131684,1,F03-2,6.0,2019-08-05 08:35:00,12.6,4.0
5132075,1,F03-2,6.0,2019-08-06 17:10:00,12.5,4.0
5140926,1,F03-2,8.0,2019-07-28 11:10:00,13.3,4.0
5140927,1,F03-2,8.0,2019-07-28 11:15:00,13.4,3.0
5140928,1,F03-2,8.0,2019-07-28 11:20:00,13.4,4.0
5140929,1,F03-2,8.0,2019-07-28 11:25:00,13.5,4.0
5140930,1,F03-2,8.0,2019-07-28 11:30:00,13.4,3.0
5140931,1,F03-2,8.0,2019-07-28 11:35:00,13.4,4.0
5140932,1,F03-2,8.0,2019-07-28 11:40:00,13.3,4.0
5140933,1,F03-2,8.0,2019-07-28 11:45:00,13.4,4.0
5140935,1,F03-2,8.0,2019-07-28 11:55:00,13.6,4.0
5140936,1,F03-2,8.0,2019-07-28 12:00:00,13.6,4.0
5140937,1,F03-2,8.0,2019-07-28 12:05:00,13.7,4.0
5140938,1,F03-2,8.0,2019-07-28 12:10:00,13.7,4.0
5140939,1,F03-2,8.0,2019-07-28 12:15:00,13.7,4.0
5140940,1,F03-2,8.0,2019-07-28 12:20:00,13.7,4.0
5140941,1,F03-2,8.0,2019-07-28 12:25:00,13.6,4.0
5140942,1,F03-2,8.0,2019-07-28 12:30:00,13.7,3.0
5140944,1,F03-2,8.0,2019-07-28 12:40:00,13.6,4.0
5140945,1,F03-2,8.0,2019-07-28 12:45:00,13.5,4.0
5140946,1,F03-2,8.0,2019-07-28 12:50:00,13.5,4.0
5140947,1,F03-2,8.0,2019-07-28 12:55:00,13.4,4.0
5140948,1,F03-2,8.0,2019-07-28 13:00:00,13.4,4.0
5140949,1,F03-2,8.0,2019-07-28 13:05:00,13.4,4.0
5140950,1,F03-2,8.0,2019-07-28 13:10:00,13.4,3.0
5140951,1,F03-2,8.0,2019-07-28 13:15:00,13.5,3.0
5140955,1,F03-2,8.0,2019-07-28 13:35:00,13.5,4.0
5140956,1,F03-2,8.0,2019-07-28 13:40:00,13.6,4.0
5140971,1,F03-2,8.0,2019-07-28 14:55:00,13.6,4.0
5140982,1,F03-2,8.0,2019-07-28 15:50:00,13.6,4.0
5140983,1,F03-2,8.0,2019-07-28 15:55:00,13.6,3.0
5140984,1,F03-2,8.0,2019-07-28 16:00:00,13.6,3.0
5140985,1,F03-2,8.0,2019-07-28 16:05:00,13.6,3.0
5140986,1,F03-2,8.0,2019-07-28 16:10:00,13.4,4.0
5140999,1,F03-2,8.0,2019-07-28 17:15:00,13.4,3.0
5141001,1,F03-2,8.0,2019-07-28 17:25:00,13.6,4.0
5141003,1,F03-2,8.0,2019-07-28 17:35:00,13.4,3.0
5141004,1,F03-2,8.0,2019-07-28 17:40:00,13.4,3.0
5141005,1,F03-2,8.0,2019-07-28 17:45:00,13.4,3.0
5141012,1,F03-2,8.0,2019-07-28 18:20:00,13.5,3.0
5141013,1,F03-2,8.0,2019-07-28 18:25:00,13.6,3.0
5141014,1,F03-2,8.0,2019-07-28 18:30:00,13.6,4.0
5141015,1,F03-2,8.0,2019-07-28 18:35:00,13.6,4.0
5141018,1,F03-2,8.0,2019-07-28 18:50:00,13.5,4.0
5141021,1,F03-2,8.0,2019-07-28 19:05:00,13.4,4.0
5141131,1,F03-2,8.0,2019-07-29 04:15:00,13.4,3.0
5141148,1,F03-2,8.0,2019-07-29 05:40:00,13.4,4.0
5141150,1,F03-2,8.0,2019-07-29 05:50:00,13.4,4.0
5141151,1,F03-2,8.0,2019-07-29 05:55:00,13.4,4.0
5141927,1,F03-2,8.0,2019-07-31 22:35:00,13.5,3.0
5141929,1,F03-2,8.0,2019-07-31 22:45:00,13.4,3.0
5141934,1,F03-2,8.0,2019-07-31 23:10:00,13.4,3.0
5141938,1,F03-2,8.0,2019-07-31 23:30:00,13.6,3.0
5141939,1,F03-2,8.0,2019-07-31 23:35:00,13.5,3.0
5141940,1,F03-2,8.0,2019-07-31 23:40:00,13.5,3.0
5141941,1,F03-2,8.0,2019-07-31 23:45:00,13.6,4.0
5141942,1,F03-2,8.0,2019-07-31 23:50:00,13.6,4.0
5141943,1,F03-2,8.0,2019-07-31 23:55:00,13.4,3.0
5141945,1,F03-2,8.0,2019-08-01 00:05:00,13.6,3.0
5141946,1,F03-2,8.0,2019-08-01 00:10:00,13.5,4.0
5141948,1,F03-2,8.0,2019-08-01 00:20:00,13.6,4.0
5141949,1,F03-2,8.0,2019-08-01 00:25:00,13.5,3.0
5141952,1,F03-2,8.0,2019-08-01 00:40:00,13.6,4.0
5141953,1,F03-2,8.0,2019-08-01 00:45:00,13.4,4.0
5141955,1,F03-2,8.0,2019-08-01 00:55:00,13.7,4.0
5141958,1,F03-2,8.0,2019-08-01 01:10:00,13.7,4.0
5141963,1,F03-2,8.0,2019-08-01 01:35:00,13.7,4.0
5141964,1,F03-2,8.0,2019-08-01 01:40:00,13.7,3.0
5141965,1,F03-2,8.0,2019-08-01 01:45:00,13.6,4.0
5141966,1,F03-2,8.0,2019-08-01 01:50:00,13.6,4.0
5141967,1,F03-2,8.0,2019-08-01 01:55:00,13.6,4.0
5141968,1,F03-2,8.0,2019-08-01 02:00:00,13.6,4.0
5141970,1,F03-2,8.0,2019-08-01 02:10:00,13.7,3.0
5141972,1,F03-2,8.0,2019-08-01 02:20:00,13.6,3.0
5142772,1,F03-2,8.0,2019-08-03 21:00:00,13.4,4.0
5143144,1,F03-2,8.0,2019-08-05 04:00:00,14.1,4.0
5143159,1,F03-2,8.0,2019-08-05 05:15:00,14.0,4.0
5143575,1,F03-2,8.0,2019-08-06 15:55:00,15.4,4.0
5143839,1,F03-2,8.0,2019-08-07 13:55:00,12.4,4.0
5143840,1,F03-2,8.0,2019-08-07 14:00:00,12.6,4.0
5143841,1,F03-2,8.0,2019-08-07 14:05:00,12.6,4.0
5143842,1,F03-2,8.0,2019-08-07 14:10:00,12.6,3.0
5143865,1,F03-2,8.0,2019-08-07 16:05:00,12.5,3.0
5098248,2,F03-2,0.0,2019-08-04 03:15:00,12.4,4.0
5098249,2,F03-2,0.0,2019-08-04 03:20:00,12.5,3.0
5098261,2,F03-2,0.0,2019-08-04 04:20:00,12.5,4.0
5098353,2,F03-2,0.0,2019-08-04 12:00:00,12.7,4.0
5098355,2,F03-2,0.0,2019-08-04 12:10:00,12.6,4.0
5098376,2,F03-2,0.0,2019-08-04 13:55:00,12.7,4.0
5098528,2,F03-2,0.0,2019-08-05 02:35:00,12.8,3.0
5098798,2,F03-2,0.0,2019-08-06 01:05:00,12.9,3.0
5098802,2,F03-2,0.0,2019-08-06 01:25:00,12.8,3.0
5098834,2,F03-2,0.0,2019-08-06 04:05:00,12.9,3.0
5105271,2,F03-2,2.0,2019-07-24 20:35:00,12.9,3.0
5105281,2,F03-2,2.0,2019-07-24 21:25:00,12.6,4.0
5105595,2,F03-2,2.0,2019-07-25 23:35:00,12.9,4.0
5105665,2,F03-2,2.0,2019-07-26 05:25:00,12.9,3.0
5105691,2,F03-2,2.0,2019-07-26 07:35:00,12.6,4.0
5105692,2,F03-2,2.0,2019-07-26 07:40:00,12.7,3.0
5105694,2,F03-2,2.0,2019-07-26 07:50:00,12.6,3.0
5105696,2,F03-2,2.0,2019-07-26 08:00:00,12.6,3.0
5105697,2,F03-2,2.0,2019-07-26 08:05:00,12.6,3.0
5105751,2,F03-2,2.0,2019-07-26 12:35:00,12.9,3.0
5105756,2,F03-2,2.0,2019-07-26 13:00:00,12.6,3.0
5105792,2,F03-2,2.0,2019-07-26 16:00:00,12.8,3.0
5105801,2,F03-2,2.0,2019-07-26 16:45:00,12.9,3.0
5105804,2,F03-2,2.0,2019-07-26 17:00:00,12.7,4.0
5105806,2,F03-2,2.0,2019-07-26 17:10:00,12.9,3.0
5105808,2,F03-2,2.0,2019-07-26 17:20:00,12.9,4.0
5105814,2,F03-2,2.0,2019-07-26 17:50:00,12.9,4.0
5106352,2,F03-2,2.0,2019-07-28 14:40:00,12.7,4.0
5106377,2,F03-2,2.0,2019-07-28 16:45:00,12.9,3.0
5106387,2,F03-2,2.0,2019-07-28 17:35:00,12.9,4.0
5106388,2,F03-2,2.0,2019-07-28 17:40:00,12.9,4.0
5106412,2,F03-2,2.0,2019-07-28 19:40:00,12.9,3.0
5106428,2,F03-2,2.0,2019-07-28 21:00:00,14.7,3.0
5106429,2,F03-2,2.0,2019-07-28 21:05:00,15.0,3.0
5106430,2,F03-2,2.0,2019-07-28 21:10:00,15.1,3.0
5106432,2,F03-2,2.0,2019-07-28 21:20:00,15.7,3.0
5106433,2,F03-2,2.0,2019-07-28 21:25:00,15.7,3.0
5106434,2,F03-2,2.0,2019-07-28 21:30:00,15.6,4.0
5106435,2,F03-2,2.0,2019-07-28 21:35:00,15.5,4.0
5106457,2,F03-2,2.0,2019-07-28 23:25:00,15.6,4.0
5106458,2,F03-2,2.0,2019-07-28 23:30:00,15.6,4.0
5106460,2,F03-2,2.0,2019-07-28 23:40:00,15.5,4.0
