timeid,fig_dataset,fig_no,rpm_percentage,me_sfoc
5113712,3,F01-1,0.77,208.43
5113713,3,F01-1,0.77,207.33
5113714,3,F01-1,0.77,208.06
5113715,3,F01-1,0.77,207.06
5113716,3,F01-1,0.77,207.19
5113717,3,F01-1,0.77,208.73
5113718,3,F01-1,0.77,207.54
5113719,3,F01-1,0.77,208.43
5113720,3,F01-1,0.77,208.45
5113721,3,F01-1,0.77,208.33
5113722,3,F01-1,0.77,208.92
5113723,3,F01-1,0.76,209.57
5113724,3,F01-1,0.77,251.24
5113725,3,F01-1,0.77,216.25
5113726,3,F01-1,0.77,222.3
5113727,3,F01-1,0.77,208.6
5113728,3,F01-1,0.77,207.83
5113729,3,F01-1,0.76,207.7
5113730,3,F01-1,0.77,209.06
5113731,3,F01-1,0.77,208.44
5113732,3,F01-1,0.77,208.32
5113733,3,F01-1,0.77,208.28
5113734,3,F01-1,0.77,207.59
5113735,3,F01-1,0.77,208.86
5113736,3,F01-1,0.77,209.58
5113737,3,F01-1,0.77,208.3
5113738,3,F01-1,0.77,210.01
5113739,3,F01-1,0.77,208.28
5113740,3,F01-1,0.77,208.21
5113741,3,F01-1,0.76,209.24
5113742,3,F01-1,0.77,207.63
5113743,3,F01-1,0.77,209.23
5113744,3,F01-1,0.77,208.32
5113745,3,F01-1,0.77,208.3
5113746,3,F01-1,0.77,208.18
5113747,3,F01-1,0.77,210.47
5113748,3,F01-1,0.77,209.94
5113749,3,F01-1,0.77,208.84
5113750,3,F01-1,0.77,208.52
5113751,3,F01-1,0.77,224.41
5113752,3,F01-1,0.77,241.98
5113753,3,F01-1,0.77,224.05
5113754,3,F01-1,0.77,208.32
5113755,3,F01-1,0.77,208.08
5113756,3,F01-1,0.77,207.64
5113757,3,F01-1,0.77,209.4
5113758,3,F01-1,0.77,208.88
5113759,3,F01-1,0.77,208.6
5113760,3,F01-1,0.77,206.68
5113761,3,F01-1,0.77,207.03
5113762,3,F01-1,0.77,209.46
5113763,3,F01-1,0.77,208.66
5113764,3,F01-1,0.77,209.26
5113765,3,F01-1,0.77,208.82
5113766,3,F01-1,0.77,207.79
5113767,3,F01-1,0.77,208.26
5113768,3,F01-1,0.77,207.43
5113769,3,F01-1,0.77,207.39
5113770,3,F01-1,0.77,209.27
5113771,3,F01-1,0.77,209.6
5113772,3,F01-1,0.77,208.41
5113773,3,F01-1,0.77,207.84
5113774,3,F01-1,0.77,207.9
5113775,3,F01-1,0.77,209.14
5113776,3,F01-1,0.77,209.28
5113777,3,F01-1,0.76,209.7
5113778,3,F01-1,0.77,207.32
5113779,3,F01-1,0.77,256.54
5113780,3,F01-1,0.77,220.26
5113781,3,F01-1,0.77,210.78
5113782,3,F01-1,0.77,207.47
5113783,3,F01-1,0.77,207.78
5113784,3,F01-1,0.77,207.73
5113785,3,F01-1,0.77,208.51
5113786,3,F01-1,0.77,207.53
5113787,3,F01-1,0.77,207.84
5113788,3,F01-1,0.77,209.03
5113789,3,F01-1,0.77,206.95
5113790,3,F01-1,0.77,208.73
5113791,3,F01-1,0.77,209.97
5113792,3,F01-1,0.77,208.92
5113793,3,F01-1,0.77,208.59
5113794,3,F01-1,0.77,209.26
5113795,3,F01-1,0.77,208.43
5113796,3,F01-1,0.77,208.28
5113797,3,F01-1,0.77,208.83
5113798,3,F01-1,0.77,208.71
5113799,3,F01-1,0.77,208.37
5113800,3,F01-1,0.77,208.55
5113801,3,F01-1,0.77,209.13
5113802,3,F01-1,0.77,208.21
5113803,3,F01-1,0.77,208.11
5113804,3,F01-1,0.77,208.08
5113805,3,F01-1,0.77,210.32
5113806,3,F01-1,0.77,261.17
5113807,3,F01-1,0.77,210.81
5113808,3,F01-1,0.77,221.08
5113809,3,F01-1,0.77,208.11
5113810,3,F01-1,0.77,208.17
5113811,3,F01-1,0.77,209.17
5113812,3,F01-1,0.77,209.19
5113813,3,F01-1,0.77,209.7
5113814,3,F01-1,0.77,208.35
5113815,3,F01-1,0.77,208.31
5113816,3,F01-1,0.77,209.37
5113817,3,F01-1,0.77,209.12
5113818,3,F01-1,0.77,209.03
5113819,3,F01-1,0.77,207.81
5113820,3,F01-1,0.77,207.96
5113821,3,F01-1,0.77,208.46
5113822,3,F01-1,0.77,209.32
5113823,3,F01-1,0.77,209.35
5113824,3,F01-1,0.77,208.08
5113825,3,F01-1,0.77,209.52
5113826,3,F01-1,0.77,209.14
5113827,3,F01-1,0.77,206.91
5113829,3,F01-1,0.77,208.99
5113830,3,F01-1,0.77,209.22
5113831,3,F01-1,0.77,208.97
5113832,3,F01-1,0.77,208.82
5113833,3,F01-1,0.76,257.39
5113834,3,F01-1,0.77,210.05
5113835,3,F01-1,0.77,223.16
5113836,3,F01-1,0.77,209.61
5113837,3,F01-1,0.77,209.67
5113838,3,F01-1,0.77,208.49
5113839,3,F01-1,0.77,209.79
5113840,3,F01-1,0.77,208.74
5113841,3,F01-1,0.77,209.15
5113842,3,F01-1,0.77,209.37
5113843,3,F01-1,0.77,208.71
5113844,3,F01-1,0.77,207.31
5113845,3,F01-1,0.77,209.55
5113846,3,F01-1,0.77,209.2
5113847,3,F01-1,0.77,208.32
5113848,3,F01-1,0.77,210.12
5113849,3,F01-1,0.77,209.42
5113850,3,F01-1,0.77,207.88
5113851,3,F01-1,0.77,210.19
5113852,3,F01-1,0.77,209.49
5113853,3,F01-1,0.77,209.43
5113854,3,F01-1,0.77,208.49
5113855,3,F01-1,0.77,209.0
5113856,3,F01-1,0.77,208.43
5113857,3,F01-1,0.77,209.54
5113858,3,F01-1,0.77,209.4
5113859,3,F01-1,0.77,210.57
5113860,3,F01-1,0.77,236.91
5113861,3,F01-1,0.77,234.51
5113862,3,F01-1,0.77,221.25
5113863,3,F01-1,0.77,210.01
5113864,3,F01-1,0.76,210.28
5113865,3,F01-1,0.77,208.65
5113866,3,F01-1,0.77,210.03
5113867,3,F01-1,0.77,207.19
5113868,3,F01-1,0.77,209.03
5113869,3,F01-1,0.77,209.59
5113870,3,F01-1,0.77,208.35
5113871,3,F01-1,0.77,208.25
5113872,3,F01-1,0.77,209.34
5113873,3,F01-1,0.76,208.43
5113874,3,F01-1,0.77,207.31
5113875,3,F01-1,0.77,211.47
5113876,3,F01-1,0.77,210.22
5113877,3,F01-1,0.77,207.92
5113878,3,F01-1,0.77,207.44
5113879,3,F01-1,0.77,208.41
5113880,3,F01-1,0.76,209.68
5113881,3,F01-1,0.77,209.42
5113882,3,F01-1,0.76,210.18
5113883,3,F01-1,0.77,209.21
5113884,3,F01-1,0.77,209.26
5113885,3,F01-1,0.77,208.55
5113886,3,F01-1,0.77,209.2
5113887,3,F01-1,0.77,209.61
5113888,3,F01-1,0.77,259.81
5113889,3,F01-1,0.77,222.64
5113890,3,F01-1,0.77,211.1
5113891,3,F01-1,0.77,209.22
5113892,3,F01-1,0.77,209.69
5113893,3,F01-1,0.77,208.56
5113894,3,F01-1,0.77,208.58
5113895,3,F01-1,0.77,209.55
5113896,3,F01-1,0.77,208.04
5113897,3,F01-1,0.77,207.77
5113898,3,F01-1,0.77,208.86
5113899,3,F01-1,0.77,208.39
5113900,3,F01-1,0.76,208.64
5113901,3,F01-1,0.77,208.23
5113902,3,F01-1,0.77,206.15
5113903,3,F01-1,0.77,209.18
5113904,3,F01-1,0.77,208.39
5113905,3,F01-1,0.77,208.93
5113906,3,F01-1,0.77,209.26
5113907,3,F01-1,0.77,207.59
5113908,3,F01-1,0.77,208.23
5113909,3,F01-1,0.77,208.7
5113910,3,F01-1,0.77,208.4
5113911,3,F01-1,0.77,207.66
5113912,3,F01-1,0.77,208.04
5113913,3,F01-1,0.77,208.38
5113914,3,F01-1,0.77,208.63
5113915,3,F01-1,0.77,264.64
5113916,3,F01-1,0.77,213.27
5113917,3,F01-1,0.77,220.79
5113918,3,F01-1,0.77,208.42
5113919,3,F01-1,0.77,209.3
5113920,3,F01-1,0.77,209.39
5113921,3,F01-1,0.77,208.87
5113922,3,F01-1,0.77,208.76
5113923,3,F01-1,0.77,208.76
5113924,3,F01-1,0.77,209.03
5113925,3,F01-1,0.77,208.72
5113926,3,F01-1,0.77,208.73
5113927,3,F01-1,0.77,208.32
5113928,3,F01-1,0.77,207.76
5113929,3,F01-1,0.77,208.07
5113930,3,F01-1,0.77,208.51
5113931,3,F01-1,0.77,207.45
5113932,3,F01-1,0.77,208.64
5113933,3,F01-1,0.77,208.85
5113934,3,F01-1,0.77,208.02
5113935,3,F01-1,0.77,207.62
5113936,3,F01-1,0.77,208.71
5113937,3,F01-1,0.77,207.67
5113938,3,F01-1,0.77,207.41
5113939,3,F01-1,0.77,208.8
5113940,3,F01-1,0.77,208.14
5113941,3,F01-1,0.77,207.73
5113942,3,F01-1,0.77,257.44
5113943,3,F01-1,0.77,208.27
5113944,3,F01-1,0.77,225.39
5113945,3,F01-1,0.0,0.0
5113946,3,F01-1,0.0,0.0
5113947,3,F01-1,0.0,0.0
5113948,3,F01-1,0.0,0.0
5113949,3,F01-1,0.0,0.0
5113950,3,F01-1,0.0,0.0
5113951,3,F01-1,0.0,0.0
5113952,3,F01-1,0.0,0.0
5113953,3,F01-1,0.0,0.0
5113954,3,F01-1,0.0,0.0
5113955,3,F01-1,0.0,0.0
5113956,3,F01-1,0.0,0.0
5113957,3,F01-1,0.0,0.0
5113958,3,F01-1,0.0,0.0
5113959,3,F01-1,0.0,0.0
5113960,3,F01-1,0.0,0.0
5113961,3,F01-1,0.0,0.0
5113962,3,F01-1,0.0,0.0
5113963,3,F01-1,0.0,0.0
5113964,3,F01-1,0.0,0.0
5113965,3,F01-1,0.0,0.0
5113966,3,F01-1,0.0,0.0
5113967,3,F01-1,0.0,0.0
5113968,3,F01-1,0.0,0.0
5113969,3,F01-1,0.0,0.0
5113970,3,F01-1,0.0,0.0
5113971,3,F01-1,0.0,0.0
5113972,3,F01-1,0.0,0.0
5113973,3,F01-1,0.0,0.0
5113974,3,F01-1,0.0,0.0
5113975,3,F01-1,0.0,0.0
5113976,3,F01-1,0.0,0.0
5113977,3,F01-1,0.0,0.0
5113978,3,F01-1,0.0,0.0
5113979,3,F01-1,0.0,0.0
5113980,3,F01-1,0.0,0.0
5113981,3,F01-1,0.0,0.0
5113982,3,F01-1,0.0,0.0
5113983,3,F01-1,0.0,0.0
5113984,3,F01-1,0.0,0.0
5113985,3,F01-1,0.0,0.0
5113986,3,F01-1,0.0,0.0
5113987,3,F01-1,0.0,0.0
5114140,3,F01-1,0.0,0.0
5114141,3,F01-1,0.0,0.0
5114142,3,F01-1,0.0,0.0
5114143,3,F01-1,0.0,0.0
5114144,3,F01-1,0.0,0.0
5114145,3,F01-1,0.0,0.0
5114146,3,F01-1,0.0,0.0
5114147,3,F01-1,0.0,0.0
5114148,3,F01-1,0.0,0.0
5114149,3,F01-1,0.0,0.0
5114150,3,F01-1,0.0,0.0
5114151,3,F01-1,0.0,0.0
5114152,3,F01-1,0.0,0.0
5114153,3,F01-1,0.0,0.0
5114154,3,F01-1,0.0,0.0
5114155,3,F01-1,0.0,0.0
5114156,3,F01-1,0.0,0.0
5114157,3,F01-1,0.0,0.0
5114158,3,F01-1,0.0,0.0
5114159,3,F01-1,0.0,0.0
5114160,3,F01-1,0.0,0.0
5114161,3,F01-1,0.0,0.0
5114162,3,F01-1,0.0,0.0
5114163,3,F01-1,0.0,0.0
5114164,3,F01-1,0.0,0.0
5114165,3,F01-1,0.0,0.0
5114166,3,F01-1,0.0,0.0
5114167,3,F01-1,0.0,0.0
5114168,3,F01-1,0.0,0.0
5114169,3,F01-1,0.0,0.0
5114170,3,F01-1,0.0,0.0
5114171,3,F01-1,0.0,0.0
5114172,3,F01-1,0.0,0.0
5114173,3,F01-1,0.0,0.0
5114174,3,F01-1,0.0,0.0
5114175,3,F01-1,0.0,0.0
5114176,3,F01-1,0.0,0.0
5114177,3,F01-1,0.0,0.0
5114178,3,F01-1,0.0,0.0
5114179,3,F01-1,0.0,0.0
5114180,3,F01-1,0.0,0.0
5114181,3,F01-1,0.0,0.0
5114182,3,F01-1,0.0,0.0
5114183,3,F01-1,0.0,0.0
5114184,3,F01-1,0.0,0.0
5114185,3,F01-1,0.0,0.0
5114186,3,F01-1,0.0,0.0
5114187,3,F01-1,0.0,0.0
5114188,3,F01-1,0.0,0.0
5114189,3,F01-1,0.0,0.0
5114191,3,F01-1,0.0,0.0
5114192,3,F01-1,0.0,0.0
5114193,3,F01-1,0.0,0.0
5114194,3,F01-1,0.0,0.0
5114195,3,F01-1,0.0,0.0
5114196,3,F01-1,0.0,0.0
5114197,3,F01-1,0.0,0.0
5114198,3,F01-1,0.0,0.0
5114199,3,F01-1,0.0,0.0
5114200,3,F01-1,0.0,0.0
5114201,3,F01-1,0.0,0.0
5114202,3,F01-1,0.0,0.0
5114203,3,F01-1,0.0,0.0
5114204,3,F01-1,0.0,0.0
5114205,3,F01-1,0.0,0.0
5114206,3,F01-1,0.0,0.0
5114207,3,F01-1,0.0,0.0
5114208,3,F01-1,0.0,0.0
5114209,3,F01-1,0.0,0.0
5114210,3,F01-1,0.0,0.0
5114211,3,F01-1,0.0,0.0
5114213,3,F01-1,0.0,0.0
5114214,3,F01-1,0.0,0.0
5114215,3,F01-1,0.0,0.0
5114216,3,F01-1,0.0,0.0
5114217,3,F01-1,0.0,0.0
5114218,3,F01-1,0.0,0.0
5114219,3,F01-1,0.0,0.0
5114220,3,F01-1,0.0,0.0
5114221,3,F01-1,0.0,0.0
5114222,3,F01-1,0.0,0.0
5114223,3,F01-1,0.0,0.0
5114224,3,F01-1,0.0,0.0
5114225,3,F01-1,0.0,0.0
5114226,3,F01-1,0.0,0.0
5114227,3,F01-1,0.0,0.0
5114228,3,F01-1,0.0,0.0
5114229,3,F01-1,0.0,0.0
5114230,3,F01-1,0.0,0.0
5114231,3,F01-1,0.0,0.0
5114232,3,F01-1,0.0,0.0
5114233,3,F01-1,0.0,0.0
5114234,3,F01-1,0.0,0.0
5114235,3,F01-1,0.0,0.0
5114236,3,F01-1,0.0,0.0
5114237,3,F01-1,0.0,0.0
5114238,3,F01-1,0.0,0.0
5114239,3,F01-1,0.0,0.0
5114240,3,F01-1,0.0,0.0
5114241,3,F01-1,0.0,0.0
5114242,3,F01-1,0.0,0.0
5114243,3,F01-1,0.0,0.0
5114244,3,F01-1,0.0,0.0
5114245,3,F01-1,0.0,0.0
5114246,3,F01-1,0.0,0.0
5114247,3,F01-1,0.0,0.0
5114248,3,F01-1,0.0,0.0
5114249,3,F01-1,0.0,0.0
5114250,3,F01-1,0.0,0.0
5114251,3,F01-1,0.0,0.0
5114252,3,F01-1,0.0,0.0
5114253,3,F01-1,0.0,0.0
5114254,3,F01-1,0.0,0.0
5114255,3,F01-1,0.0,0.0
5114256,3,F01-1,0.0,0.0
5114257,3,F01-1,0.0,0.0
5114258,3,F01-1,0.0,0.0
5114259,3,F01-1,0.0,0.0
5114260,3,F01-1,0.0,0.0
5114261,3,F01-1,0.0,0.0
5114262,3,F01-1,0.0,0.0
5114263,3,F01-1,0.0,0.0
5114264,3,F01-1,0.0,0.0
5114265,3,F01-1,0.0,0.0
5114266,3,F01-1,0.0,0.0
5114267,3,F01-1,0.0,0.0
5114268,3,F01-1,0.0,0.0
5114269,3,F01-1,0.0,0.0
5114270,3,F01-1,0.0,0.0
5114271,3,F01-1,0.0,0.0
5114272,3,F01-1,0.0,0.0
5114273,3,F01-1,0.0,0.0
5114274,3,F01-1,0.0,0.0
5114275,3,F01-1,0.0,0.0
5114276,3,F01-1,0.0,0.0
5114277,3,F01-1,0.0,0.0
5114278,3,F01-1,0.0,0.0
5114279,3,F01-1,0.0,0.0
5114280,3,F01-1,0.0,0.0
5114281,3,F01-1,0.0,0.0
5114282,3,F01-1,0.0,0.0
5114283,3,F01-1,0.0,0.0
5114284,3,F01-1,0.0,0.0
5114285,3,F01-1,0.0,0.0
5114286,3,F01-1,0.0,0.0
5114287,3,F01-1,0.0,0.0
5114288,3,F01-1,0.0,0.0
5114289,3,F01-1,0.0,0.0
5114290,3,F01-1,0.0,0.0
5114291,3,F01-1,0.0,0.0
5114292,3,F01-1,0.0,0.0
5114293,3,F01-1,0.0,0.0
5114294,3,F01-1,0.0,0.0
5114295,3,F01-1,0.0,0.0
5114296,3,F01-1,0.0,0.0
5114297,3,F01-1,0.0,0.0
5114298,3,F01-1,0.0,0.0
5114299,3,F01-1,0.0,0.0
5114300,3,F01-1,0.0,0.0
5114301,3,F01-1,0.0,0.0
5114302,3,F01-1,0.0,0.0
5114303,3,F01-1,0.0,0.0
5114304,3,F01-1,0.0,0.0
5114305,3,F01-1,0.0,0.0
5114306,3,F01-1,0.0,0.0
5114307,3,F01-1,0.0,0.0
5114308,3,F01-1,0.0,0.0
5114309,3,F01-1,0.0,0.0
5114310,3,F01-1,0.0,0.0
5114311,3,F01-1,0.0,0.0
5114312,3,F01-1,0.0,0.0
5114313,3,F01-1,0.0,0.0
5114314,3,F01-1,0.0,0.0
5114315,3,F01-1,0.0,0.0
5114316,3,F01-1,0.0,0.0
5114317,3,F01-1,0.0,0.0
5114318,3,F01-1,0.0,0.0
5114319,3,F01-1,0.0,0.0
5114320,3,F01-1,0.0,0.0
5114321,3,F01-1,0.0,0.0
5114322,3,F01-1,0.0,0.0
5114323,3,F01-1,0.0,0.0
5114324,3,F01-1,0.0,0.0
5114325,3,F01-1,0.0,0.0
5114326,3,F01-1,0.0,0.0
5114327,3,F01-1,0.0,0.0
5114328,3,F01-1,0.0,0.0
5114329,3,F01-1,0.0,0.0
5114330,3,F01-1,0.0,0.0
5114331,3,F01-1,0.0,0.0
5114332,3,F01-1,0.0,0.0
5114333,3,F01-1,0.0,0.0
5114334,3,F01-1,0.0,0.0
5114336,3,F01-1,0.0,0.0
5114337,3,F01-1,0.0,0.0
5114338,3,F01-1,0.0,0.0
5114339,3,F01-1,0.0,0.0
5114340,3,F01-1,0.0,0.0
5114341,3,F01-1,0.0,0.0
5114342,3,F01-1,0.0,0.0
5114343,3,F01-1,0.0,0.0
5114344,3,F01-1,0.0,0.0
5114345,3,F01-1,0.0,0.0
5114346,3,F01-1,0.0,0.0
5114347,3,F01-1,0.0,0.0
5114348,3,F01-1,0.0,0.0
5114350,3,F01-1,0.0,0.0
5114351,3,F01-1,0.0,0.0
5114352,3,F01-1,0.0,0.0
5114353,3,F01-1,0.0,0.0
5114354,3,F01-1,0.0,0.0
5114355,3,F01-1,0.0,0.0
5114356,3,F01-1,0.0,0.0
5114357,3,F01-1,0.0,0.0
5114358,3,F01-1,0.0,0.0
5114359,3,F01-1,0.0,0.0
5114360,3,F01-1,0.0,0.0
5114361,3,F01-1,0.0,0.0
5114362,3,F01-1,0.0,0.0
5114363,3,F01-1,0.76,288.81
5114364,3,F01-1,0.77,203.7
5114365,3,F01-1,0.77,203.92
5114367,3,F01-1,0.77,203.4
5114368,3,F01-1,0.77,203.58
5114369,3,F01-1,0.77,203.8
5114370,3,F01-1,0.77,203.87
5114371,3,F01-1,0.77,203.65
5114372,3,F01-1,0.77,203.54
5114373,3,F01-1,0.77,203.76
5114374,3,F01-1,0.77,204.22
5114375,3,F01-1,0.77,204.09
5114376,3,F01-1,0.77,204.54
5114377,3,F01-1,0.77,203.22
5114378,3,F01-1,0.77,257.31
5114379,3,F01-1,0.77,210.34
5114380,3,F01-1,0.77,215.94
5114381,3,F01-1,0.77,204.17
5114382,3,F01-1,0.77,204.18
5114383,3,F01-1,0.77,204.33
5114384,3,F01-1,0.77,202.48
5114385,3,F01-1,0.77,203.43
5114386,3,F01-1,0.77,203.75
5114387,3,F01-1,0.77,202.87
5114388,3,F01-1,0.77,203.17
5114389,3,F01-1,0.77,203.06
5114390,3,F01-1,0.77,202.24
5114391,3,F01-1,0.77,203.12
5114392,3,F01-1,0.77,203.79
5114393,3,F01-1,0.77,203.7
5114394,3,F01-1,0.77,202.46
5114395,3,F01-1,0.77,203.89
5114396,3,F01-1,0.77,203.21
5114397,3,F01-1,0.77,203.94
5114398,3,F01-1,0.77,203.65
5114399,3,F01-1,0.77,203.77
5114400,3,F01-1,0.77,203.82
5114401,3,F01-1,0.77,203.77
5114402,3,F01-1,0.77,204.6
5114403,3,F01-1,0.77,204.05
5114404,3,F01-1,0.77,204.4
5114405,3,F01-1,0.77,255.65
5114406,3,F01-1,0.77,203.26
5114407,3,F01-1,0.77,218.83
5114408,3,F01-1,0.77,204.67
5114409,3,F01-1,0.77,203.18
5114410,3,F01-1,0.77,203.7
5114411,3,F01-1,0.77,203.17
5114412,3,F01-1,0.77,203.63
5114413,3,F01-1,0.77,204.02
5114414,3,F01-1,0.77,203.43
5114415,3,F01-1,0.77,202.85
5114416,3,F01-1,0.77,203.75
5114417,3,F01-1,0.77,204.43
5114418,3,F01-1,0.77,203.69
5114419,3,F01-1,0.77,204.25
5115142,3,F01-1,0.0,0.0
5115143,3,F01-1,0.0,0.0
5115144,3,F01-1,0.0,0.0
5115145,3,F01-1,0.0,0.0
5115146,3,F01-1,0.0,0.0
5115147,3,F01-1,0.0,0.0
5115148,3,F01-1,0.0,0.0
5115149,3,F01-1,0.0,0.0
5115150,3,F01-1,0.0,0.0
5115151,3,F01-1,0.0,0.0
5115152,3,F01-1,0.0,0.0
5115153,3,F01-1,0.0,0.0
5115154,3,F01-1,0.0,0.0
5115155,3,F01-1,0.0,0.0
5115156,3,F01-1,0.0,0.0
5115157,3,F01-1,0.0,0.0
5115158,3,F01-1,0.0,0.0
5115159,3,F01-1,0.0,0.0
5115160,3,F01-1,0.0,0.0
5115161,3,F01-1,0.0,0.0
5115162,3,F01-1,0.0,0.0
5115163,3,F01-1,0.0,0.0
5115164,3,F01-1,0.0,0.0
5115165,3,F01-1,0.0,0.0
5115166,3,F01-1,0.0,0.0
5115167,3,F01-1,0.0,0.0
5115168,3,F01-1,0.0,0.0
5115169,3,F01-1,0.0,0.0
5115170,3,F01-1,0.0,0.0
5115171,3,F01-1,0.0,0.0
5115172,3,F01-1,0.0,0.0
5115173,3,F01-1,0.0,0.0
5115174,3,F01-1,0.0,0.0
5115175,3,F01-1,0.0,0.0
5115176,3,F01-1,0.0,0.0
5115177,3,F01-1,0.0,0.0
5115178,3,F01-1,0.0,0.0
5115179,3,F01-1,0.0,0.0
5115180,3,F01-1,0.0,0.0
5115181,3,F01-1,0.0,0.0
5115182,3,F01-1,0.0,0.0
5115183,3,F01-1,0.0,0.0
5115184,3,F01-1,0.0,0.0
5115185,3,F01-1,0.0,0.0
5115186,3,F01-1,0.0,0.0
5115187,3,F01-1,0.0,0.0
5115188,3,F01-1,0.0,0.0
5115189,3,F01-1,0.0,0.0
5115190,3,F01-1,0.0,0.0
5115191,3,F01-1,0.0,0.0
5115192,3,F01-1,0.0,0.0
5115193,3,F01-1,0.0,0.0
5115194,3,F01-1,0.0,0.0
5115195,3,F01-1,0.0,0.0
5115196,3,F01-1,0.0,0.0
5115197,3,F01-1,0.0,0.0
5115198,3,F01-1,0.0,0.0
5115199,3,F01-1,0.0,0.0
5115200,3,F01-1,0.0,0.0
5115201,3,F01-1,0.0,0.0
5115202,3,F01-1,0.0,0.0
5115203,3,F01-1,0.0,0.0
5115204,3,F01-1,0.0,0.0
5115205,3,F01-1,0.0,0.0
5115206,3,F01-1,0.0,0.0
5115207,3,F01-1,0.0,0.0
5115208,3,F01-1,0.0,0.0
5115209,3,F01-1,0.0,0.0
5115210,3,F01-1,0.0,0.0
5115211,3,F01-1,0.0,0.0
5115212,3,F01-1,0.0,0.0
5115213,3,F01-1,0.0,0.0
5115214,3,F01-1,0.0,0.0
5115215,3,F01-1,0.0,0.0
5115216,3,F01-1,0.0,0.0
5115217,3,F01-1,0.0,0.0
5115218,3,F01-1,0.0,0.0
5115219,3,F01-1,0.0,0.0
5115220,3,F01-1,0.0,0.0
5115221,3,F01-1,0.0,0.0
5115222,3,F01-1,0.0,0.0
5115223,3,F01-1,0.0,0.0
5115224,3,F01-1,0.0,0.0
5115225,3,F01-1,0.0,0.0
5115226,3,F01-1,0.0,0.0
5115227,3,F01-1,0.0,0.0
5115228,3,F01-1,0.0,0.0
5115229,3,F01-1,0.0,0.0
5115230,3,F01-1,0.0,0.0
5115231,3,F01-1,0.0,0.0
5115232,3,F01-1,0.0,0.0
5115233,3,F01-1,0.0,0.0
5115234,3,F01-1,0.0,0.0
5115235,3,F01-1,0.0,0.0
5115236,3,F01-1,0.0,0.0
5115237,3,F01-1,0.0,0.0
5115238,3,F01-1,0.0,0.0
5115239,3,F01-1,0.0,0.0
5115240,3,F01-1,0.0,0.0
5115241,3,F01-1,0.0,0.0
5115242,3,F01-1,0.0,0.0
5115243,3,F01-1,0.0,0.0
5115244,3,F01-1,0.0,0.0
5115245,3,F01-1,0.0,0.0
5115246,3,F01-1,0.0,0.0
5115247,3,F01-1,0.0,0.0
5115248,3,F01-1,0.0,0.0
5115249,3,F01-1,0.0,0.0
5115250,3,F01-1,0.0,0.0
5115251,3,F01-1,0.0,0.0
5115252,3,F01-1,0.0,0.0
5115253,3,F01-1,0.0,0.0
5115254,3,F01-1,0.0,0.0
5115255,3,F01-1,0.0,0.0
5115256,3,F01-1,0.0,0.0
5115257,3,F01-1,0.0,0.0
5115258,3,F01-1,0.0,0.0
5115259,3,F01-1,0.0,0.0
5115260,3,F01-1,0.0,0.0
5115261,3,F01-1,0.0,0.0
5115262,3,F01-1,0.0,0.0
5115263,3,F01-1,0.0,0.0
5115264,3,F01-1,0.0,0.0
5115265,3,F01-1,0.0,0.0
5115266,3,F01-1,0.0,0.0
5115267,3,F01-1,0.0,0.0
5115268,3,F01-1,0.0,0.0
5115269,3,F01-1,0.0,0.0
5115270,3,F01-1,0.0,0.0
5115271,3,F01-1,0.0,0.0
5115272,3,F01-1,0.0,0.0
5115273,3,F01-1,0.0,0.0
5115274,3,F01-1,0.0,0.0
5115275,3,F01-1,0.0,0.0
5115276,3,F01-1,0.0,0.0
5115277,3,F01-1,0.0,0.0
5115278,3,F01-1,0.0,0.0
5115279,3,F01-1,0.0,0.0
5115280,3,F01-1,0.0,0.0
5115281,3,F01-1,0.0,0.0
5115282,4,F01-1,0.0,0.0
5115283,4,F01-1,0.0,0.0
5115284,4,F01-1,0.0,0.0
5115285,4,F01-1,0.0,0.0
5115286,4,F01-1,0.0,0.0
5115287,4,F01-1,0.0,0.0
5115288,4,F01-1,0.0,0.0
5115289,4,F01-1,0.0,0.0
5115290,4,F01-1,0.0,0.0
5115291,4,F01-1,0.0,0.0
5115292,4,F01-1,0.0,0.0
5115293,4,F01-1,0.0,0.0
5115294,4,F01-1,0.0,0.0
5115295,4,F01-1,0.0,0.0
5115296,4,F01-1,0.0,0.0
5115297,4,F01-1,0.0,0.0
5115298,4,F01-1,0.0,0.0
5115299,4,F01-1,0.0,0.0
5115300,4,F01-1,0.0,0.0
5115301,4,F01-1,0.0,0.0
5115302,4,F01-1,0.0,0.0
5115303,4,F01-1,0.0,0.0
5115304,4,F01-1,0.0,0.0
5115305,4,F01-1,0.0,0.0
5115306,4,F01-1,0.0,0.0
5115307,4,F01-1,0.0,0.0
5115308,4,F01-1,0.0,0.0
5115309,4,F01-1,0.0,0.0
5115310,4,F01-1,0.0,0.0
5115311,4,F01-1,0.0,0.0
5115312,4,F01-1,0.0,0.0
5115313,4,F01-1,0.0,0.0
5115314,4,F01-1,0.0,0.0
5115315,4,F01-1,0.0,0.0
5115316,4,F01-1,0.0,0.0
5115317,4,F01-1,0.0,0.0
5115318,4,F01-1,0.0,0.0
5115319,4,F01-1,0.0,0.0
5115320,4,F01-1,0.0,0.0
5115321,4,F01-1,0.0,0.0
5115322,4,F01-1,0.0,0.0
5115323,4,F01-1,0.0,0.0
5115324,4,F01-1,0.0,0.0
5115325,4,F01-1,0.0,0.0
5115326,4,F01-1,0.0,0.0
